candidate_id,client_name,industry_type,position_skillset,candidate_skillset,interview_type,gender,candidate_current_location,candidate_job_location,interview_venue,candidate_native_location,q1,q2,q3,q4,q5,q6,q7,marital_status,attendance
CANDIDATE 1127,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1130,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1131,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1132,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1136,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1139,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CUTTACK,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1140,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1141,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1143,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1144,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1150,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1161,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,VELLORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1162,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1163,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1168,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1173,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1176,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1180,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1181,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1184,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1185,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1193,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1199,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1202,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1203,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1208,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1214,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1217,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 497,AON HEWITT,IT,ROUTINE,JAVA,SCHEDULED,FEMALE,GURGAON,GURGAON,GURGAON,AGRA,YES,YES,YES,YES,YES,YES,NO,SINGLE,NO
CANDIDATE 1088,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 1183,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1191,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1194,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1213,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 6,AON HEWITT,IT,SELENIUM TESTING,ROUTINE,SCHEDULED WALKIN,MALE,GURGAON,GURGAON,GURGAON,GURGAON,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 7,AON HEWITT,IT,SELENIUM TESTING,ROUTINE,SCHEDULED WALKIN,MALE,GURGAON,GURGAON,GURGAON,GURGAON,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 8,AON HEWITT,IT,SELENIUM TESTING,ROUTINE,SCHEDULED WALKIN,FEMALE,GURGAON,GURGAON,GURGAON,NOIDA,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 9,AON HEWITT,IT,SELENIUM TESTING,ROUTINE,SCHEDULED WALKIN,MALE,GURGAON,GURGAON,GURGAON,DELHI  NCR,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 11,UST,IT,DOT NET,ROUTINE,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,COCHIN,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 13,UST,IT,DOT NET,ROUTINE,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 14,UST,IT,DOT NET,ROUTINE,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,TRIVANDRUM,NO,YES,YES,YES,YES,YES,NO,SINGLE,YES
CANDIDATE 15,UST,IT,DOT NET,ROUTINE,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,COCHIN,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 16,UST,IT,DOT NET,ROUTINE,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,COCHIN,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 17,UST,IT,DOT NET,ROUTINE,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,TRIVANDRUM,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 19,UST,IT,DOT NET,ROUTINE,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,COCHIN,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 22,UST,IT,DOT NET,ROUTINE,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,TRIVANDRUM,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 23,UST,IT,DOT NET,ROUTINE,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,COCHIN,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 24,UST,IT,DOT NET,ROUTINE,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,COCHIN,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 29,STANDARD CHARTERED BANK,BFSI,AML,ROUTINE,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 31,STANDARD CHARTERED BANK,BFSI,AML,ROUTINE,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 33,STANDARD CHARTERED BANK,BFSI,AML,ROUTINE,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,TRICHY,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 36,STANDARD CHARTERED BANK,BFSI,AML,ROUTINE,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,SALEM,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 37,STANDARD CHARTERED BANK,BFSI,TRADE FINANCE,ROUTINE,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 39,STANDARD CHARTERED BANK,BFSI,TRADE FINANCE,ROUTINE,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 42,STANDARD CHARTERED BANK,BFSI,TRADE FINANCE,ROUTINE,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,TANJORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 44,STANDARD CHARTERED BANK,BFSI,TRADE FINANCE,ROUTINE,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,COIMBATORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 46,STANDARD CHARTERED BANK,BFSI,TRADE FINANCE,ROUTINE,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 47,STANDARD CHARTERED BANK,BFSI,TRADE FINANCE,ROUTINE,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,NO,NO,MARRIED,YES
CANDIDATE 48,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 49,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 51,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 53,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,TRICHY,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 55,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 56,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 57,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 58,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 62,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 63,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 64,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 65,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 67,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 68,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 69,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 71,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 72,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 73,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 74,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 75,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 76,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 77,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 82,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 84,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 91,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 92,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 95,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 98,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 99,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 102,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 103,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 105,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 106,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 108,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 111,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 112,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,COCHIN,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 114,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 115,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,COCHIN,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 116,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 117,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 119,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,TRIVANDRUM,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 123,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 124,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,YES,NO,NO,,,NO,SINGLE,YES
CANDIDATE 126,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 129,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 132,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 133,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 134,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 135,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 136,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,PUNE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 137,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,MUMBAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 138,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 139,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 141,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,FEMALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 143,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,FEMALE,BANGALORE,BANGALORE,BANGALORE,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 144,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,KOLKATA,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 145,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 146,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 147,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 148,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 149,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 151,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
